date,centre,RMS_dx,RMS_dy,RMS_dz,RMS_3D,Mean_3D,Std_3D,N_points
2023-04-01,vce,0.007694050300880916,0.0069240981541490165,0.011700349481937173,0.015621770811282683,0.013549374634195846,0.007775227990384189,67561
2023-05-01,AIUB,2.549968700009596,1.2182943846624645,2.1273578702273794,3.537263502588843,0.9526290793127447,3.4065717259430843,76930
2023-05-01,IFG,0.006318434042365234,0.0073186708100603645,0.010539756507720195,0.014302867489275716,0.012297074221417893,0.007304381151659585,76930
2023-05-01,TUD,0.00655987599818342,0.006344916559800256,0.011128314944456832,0.014391988492400632,0.011802975330368002,0.008235235644237305,76930
2023-05-01,cmaes,0.013706304174804325,0.016660236864985172,0.012159624002371612,0.024764545673375927,0.018968647283571186,0.015920839884886406,76930
2023-05-01,inversevariance,0.006301483477741904,0.007295916548680756,0.010505212510107671,0.01425828117930388,0.012257886283703617,0.007283049227067049,76930
2023-05-01,mean,0.015073200411109298,0.01861479948628146,0.012233284059803996,0.026895452579121723,0.017760963856911754,0.020196869369020033,76930
2023-05-01,neldermead,0.013706168298939194,0.016660222192966406,0.012159748070919197,0.024764521519829132,0.018991887351293903,0.015893072105223803,76930
2023-05-01,residualweighted,0.0040773253139936225,0.004024792768723921,0.007558458150633104,0.00948439919879893,0.006993012028828296,0.006407153106243095,76930
2023-05-01,residualweightedneldermead,0.013706168298939194,0.016660222192966406,0.012159748070919197,0.024764521519829132,0.018991887351293903,0.015893072105223803,76930
2023-05-01,vce,0.006302270662858005,0.007294727399811113,0.010507520222727934,0.014259721055354231,0.012259182809701815,0.0072836859772250125,76930
2023-07-01,AIUB,0.005896908836074075,0.005934482756690232,0.009724397039859617,0.012827919441563902,0.010434806608701247,0.007461255138263126,84130
2023-07-01,IFG,0.007468709853698294,0.007675390821315941,0.011927132096081424,0.016029651623664418,0.014428505434421299,0.0069834061964719075,84130
2023-07-01,TUD,0.006149444477320943,0.00602187773075905,0.009370162045857305,0.012723152736232089,0.010609121395849037,0.007023187222168314,84130
2023-07-01,cmaes,0.004832593314146953,0.004972002631003277,0.00786142386310016,0.01048221128664951,0.008838366731481438,0.005635603514957785,84130
2023-07-01,inversevariance,0.0060946498003568985,0.006301403754452441,0.010048541699474854,0.013335127886589736,0.011826714228484633,0.00616071962594163,84130
2023-07-01,mean,0.004876262555804429,0.005056094197100085,0.007962836940387939,0.010618323652173006,0.008977469493431457,0.005670435492694032,84130
2023-07-01,neldermead,0.004832593314146953,0.004972002631003277,0.007861290088124617,0.010482110958785356,0.008838252391299867,0.005635596225775072,84130
2023-07-01,residualweighted,0.0030804197321448626,0.003304329326121569,0.005636820147502074,0.00722366384855635,0.0051994278578811354,0.005014705310148297,84130
2023-07-01,residualweightedneldermead,0.004832593314146953,0.004972002631003277,0.007861290088124617,0.010482110958785356,0.008838252391299867,0.005635596225775072,84130
2023-07-01,vce,0.006215577957916457,0.006360496059643203,0.01075565174814488,0.013956122814128792,0.012457375768513091,0.0062918322422891295,84130
2023-08-01,AIUB,0.2483009805585492,0.22272956735543595,0.17521967737042077,0.37678080160548394,0.08715439169279614,0.366562251830613,33645
2023-08-01,IFG,0.008016718338335,0.007649861233569091,0.014639474076175555,0.018360347247154032,0.016569627394492446,0.007908843091360595,33645
2023-08-01,TUD,0.005394341991627131,0.005793266855717168,0.011711821892499304,0.014136040408325428,0.011401555751466078,0.008356564178657405,33645
2023-08-01,cmaes,0.015478938897774306,0.012524533629968413,0.0141074767755908,0.024402507924864508,0.021814504562429907,0.01093662579220848,33645
2023-08-01,inversevariance,0.010506255585288211,0.00851873942894514,0.01381584897790797,0.019334632421176924,0.017379147953492276,0.008473088414070228,33645
2023-08-01,mean,0.015995679160223434,0.014341944021495075,0.014110161436136434,0.025703108097394324,0.023114659769205233,0.011241097349468277,33645
2023-08-01,neldermead,0.015478665328983288,0.012523798336286456,0.0141074767755908,0.024401957013905167,0.021813410178204082,0.010937579371410202,33645
2023-08-01,residualweighted,0.0035954927094795476,0.0036928608951156835,0.006995885384828688,0.008689488001732616,0.006584550735770918,0.005670175776844466,33645
2023-08-01,residualweightedneldermead,0.015478665328983288,0.012523798336286456,0.0141074767755908,0.024401957013905167,0.021813410178204082,0.010937579371410202,33645
2023-08-01,vce,0.00802098360687889,0.0075833830789734,0.01445925909524539,0.018191043140175257,0.016420254428687792,0.007828747985781393,33645
