datetime,x_pos,y_pos,z_pos,clock_bias,std_x,std_y,std_z,std_code,cov_xy,cov_xz,cov_xt,cov_yz,cov_yt,cov_zt
2021-01-01 00:01:13,-4971299.8936,4588189.1324,795089.6320000001,0.002576,0.0037,0.0031,0.0017,0.0,-5.9247803260000004e-06,-1.685350777e-06,0.0,1.2946050119999998e-06,0.0,0.0
2021-01-01 00:01:14,-4971866.4368,4588901.074499999,787498.977,0.001163,0.0036,0.0031,0.0017,0.0,-5.718851604e-06,-1.632372912e-06,0.0,1.2998613099999999e-06,0.0,0.0
2021-01-01 00:01:15,-4972426.6325,4589607.3328,779907.3238,0.00088,0.0036,0.0031,0.0017,0.0,-5.673120156e-06,-1.62183366e-06,0.0,1.3048477839999999e-06,0.0,0.0
2021-01-01 00:01:16,-4972980.4727,4590307.9026,772314.6842,0.00287,0.0036,0.003,0.0017,0.0,-5.453309879999999e-06,-1.6114217039999999e-06,0.0,1.26820935e-06,0.0,0.0
2021-01-01 00:01:17,-4973527.955700001,4591002.781,764721.0678,0.002064,0.0036,0.003,0.0017,0.0,-5.41835136e-06,-1.6012147679999998e-06,0.0,1.27341237e-06,0.0,0.0
2021-01-01 00:01:18,-4974069.0787,4591691.9605,757126.4779,0.001261,0.0036,0.003,0.0017,0.0,-5.3819024400000005e-06,-1.5918585119999998e-06,0.0,1.27715271e-06,0.0,0.0
2021-01-01 00:01:19,-4974603.8496,4592375.441400001,749530.9336999999,0.001144,0.0036,0.003,0.0016,0.0,-5.34349332e-06,-1.4895878399999998e-06,0.0,1.20574176e-06,0.0,0.0
2021-01-01 00:01:20,-4975132.2631,4593053.2295,741934.4359,0.00015,0.0036,0.003,0.0016,0.0,-5.302982520000001e-06,-1.4810935680000003e-06,0.0,1.20964992e-06,0.0,0.0
2021-01-01 00:01:21,-4975654.3184,4593725.3125,734337.0005000001,0.002378,0.0036,0.0029,0.0016,0.0,-5.0901023879999995e-06,-1.464722496e-06,0.0,1.15944552e-06,0.0,0.0
2021-01-01 00:01:22,-4976170.0245,4594391.7002,726738.6342999999,0.001105,0.0036,0.0029,0.0016,0.0,-5.052792959999999e-06,-1.4475162239999999e-06,0.0,1.1480288e-06,0.0,0.0
