datetime,x_pos,y_pos,z_pos,clock_bias,std_x,std_y,std_z,std_code,cov_xy,cov_xz,cov_xt,cov_yz,cov_yt,cov_zt
2021-01-01 00:21:10,-1781236.4937,1500410.3838000002,-6408357.864,0.00226,0.0029,0.0023,0.0103,0.0,5.18627184e-07,1.3398896419e-05,0.0,3.6267755389999996e-06,0.0,0.0
2021-01-01 00:21:11,-1776352.2104000002,1495171.0775,-6410938.6963,0.002992,0.0026,0.0029,0.0123,0.0,2.456728794e-06,5.830008366e-06,0.0,-5.212143204e-06,0.0,0.0
2021-01-01 00:21:12,-1771466.4825,1489929.2002,-6413511.3891,0.002359,0.0031,0.0024,0.011800000000000001,0.0,7.211190239999999e-07,1.4327134964000001e-05,0.0,7.0280497920000005e-06,0.0,0.0
2021-01-01 00:21:13,-1766579.316,1484684.7497,-6416076.2092,0.002489,0.0021000000000000003,0.0027,0.0073,0.0,3.288486600000001e-08,2.5324792080000007e-06,0.0,1.6471410480000003e-06,0.0,0.0
2021-01-01 00:21:14,-1761690.7123,1479437.7156999998,-6418632.907000001,0.001598,0.0026,0.003,0.0089,0.0,-3.2349642000000004e-07,-1.6763032519999999e-06,0.0,-1.326712053e-05,0.0,0.0
2021-01-01 00:21:15,-1756800.6793,1474188.1419,-6421181.5751,0.003098,0.0029,0.0026,0.0119,0.0,-9.280111359999998e-07,2.0164010097e-05,0.0,7.21759038e-07,0.0,0.0
2021-01-01 00:21:16,-1751909.2295000001,1468936.0386,-6423722.0359000005,0.001194,0.0023,0.0032,0.0099,0.0,1.90715264e-06,-4.36466745e-06,0.0,-7.843869792000002e-06,0.0,0.0
2021-01-01 00:21:17,-1747016.3431000002,1463681.3935,-6426254.5399,0.001531,0.0024,0.0031,0.0077,0.0,-2.1411799199999998e-07,1.3532497439999998e-06,0.0,-2.337059186e-06,0.0,0.0
2021-01-01 00:21:18,-1742122.0676,1458424.1875,-6428778.9557,0.00283,0.0022,0.0024,0.0073,0.0,-3.32122032e-07,1.4081456180000002e-06,0.0,-4.944525936e-06,0.0,0.0
2021-01-01 00:21:19,-1737226.3811,1453164.4513,-6431295.3351,0.002608,0.0023,0.003,0.0094,0.0,1.67976222e-06,-3.957002662e-06,0.0,-8.293876620000002e-06,0.0,0.0
2021-01-01 00:21:20,-1732329.2742,1447902.1908,-6433803.6511,0.002617,0.0023,0.0031,0.0095,0.0,1.721238327e-06,-3.54656964e-06,0.0,-6.52908856e-06,0.0,0.0
2021-01-01 00:21:21,-1727430.8172000002,1442637.3967,-6436303.9097,0.003147,0.0021000000000000003,0.0022,0.006900000000000001,0.0,-2.6962735800000006e-07,1.3951102410000004e-06,0.0,-2.6037206580000003e-06,0.0,0.0
2021-01-01 00:21:22,-1722530.9446,1437370.1401,-6438795.8983,0.002478,0.0024,0.0024,0.0111,0.0,1.00100448e-06,1.254293784e-05,0.0,5.578850232e-06,0.0,0.0
2021-01-01 00:21:23,-1717629.7121000001,1432100.3643,-6441280.003199999,0.002963,0.003,0.0026,0.0127,0.0,-9.758431799999998e-07,2.2551702419999998e-05,0.0,-1.7945808659999998e-06,0.0,0.0
2021-01-01 00:21:24,-1712727.1083999998,1426828.0456,-6443756.0833,0.002075,0.0022,0.0025,0.0099,0.0,2.257343e-07,5.723688168e-06,0.0,-4.922000325000001e-06,0.0,0.0
2021-01-01 00:21:25,-1707823.1347,1421553.2545999999,-6446223.9938,0.001958,0.0022,0.0029,0.0089,0.0,1.325418842e-06,-2.0088473020000004e-06,0.0,-5.132999884e-06,0.0,0.0
2021-01-01 00:21:26,-1702917.8036999998,1416275.9867,-6448683.8423,0.002015,0.0023,0.0034,0.01,0.0,2.3757011419999997e-06,-4.5648997e-06,0.0,-1.13873072e-05,0.0,0.0
2021-01-01 00:21:27,-1698011.1099999999,1410996.2445999999,-6451135.5263,0.001687,0.0022,0.0028,0.0091,0.0,1.5629897360000001e-06,-4.206964762e-06,0.0,-1.1675669824000001e-05,0.0,0.0
2021-01-01 00:21:28,-1693103.0831000002,1405714.0309,-6453579.1605,0.001628,0.002,0.0027,0.0076,0.0,4.854621600000001e-07,1.9849832e-06,0.0,1.5096728160000002e-06,0.0,0.0
2021-01-01 00:21:29,-1688193.7046,1400429.3407,-6456014.7177,0.00188,0.0024,0.0027,0.0077,0.0,2.77225416e-07,5.19485736e-07,0.0,1.4851024650000001e-06,0.0,0.0
